title,description,videoLink,videoLink2,videoLink3,notesLink1,notesLink2,notesLink3,topicId,subtopicId,specpointId,higherTier,physicsOnly
Factors affecting braking distance part 2,"When a force is applied to the brakes of a vehicle, work done by the friction force between the brakes and the wheel reduces the kinetic energy of the vehicle and the temperature of the brakes increases.\n

The greater the speed of a vehicle the greater the braking force needed to stop the vehicle in a certain distance. The greater the braking force the greater the deceleration of the vehicle. Large decelerations may lead to brakes overheating and/or loss of control.\n

Students should be able to:\n
• explain the dangers caused by large decelerations
• (HT only) estimate the forces involved in the deceleration of road vehicles in typical situations on a public road.
",https://www.youtube.com/watch?v=AiXhR2eZxgo&t=32s,,,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/5-forces/5-8-stopping-distances/5-8-5-factors-affecting-braking-distance/,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/5-forces/5-8-stopping-distances/5-8-6-estimating-decelerating-forces/,,5,7,7,FALSE,FALSE
Momentum is a property of moving objects,"Momentum is defined by the equation: momentum = mass × velocity 
\(p = mv\)\n

momentum, p, in kilograms metre per second, kg m/s mass, m, in kilograms, kg velocity, v, in metres per second, m/s",https://www.youtube.com/watch?v=ZtQhlwPxE28,,,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/5-forces/5-9-momentum/5-9-1-momentum/,,,5,8,1,TRUE,FALSE
Conservation of momentum,"In a closed system, the total momentum before an event is equal to the total momentum after the event. This is called conservation of momentum. Students should be able to use the concept of momentum as a model to:\n

• describe and explain examples of momentum in an event, such as a collision. ",https://www.youtube.com/watch?v=YEHcQD6Hij8,,,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/5-forces/5-9-momentum/5-9-2-conservation-of-momentum/,,,5,8,2,TRUE,FALSE
Conservation of momentum part 2 (same as above)," Students should be able to use the concept of momentum as a model to:\n

 complete calculations involving an event, such as the collision of two objects.",https://www.youtube.com/watch?v=YEHcQD6Hij8,,,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/5-forces/5-9-momentum/5-9-3-collisions/,,,5,8,2H,TRUE,TRUE
Changes in momentum,"When a force acts on an object that is moving, or able to move, a change in momentum occurs.\n

The equations \(F =  ma\) and \(a = v−u/t\)\n

combine to give the equation \(F = m∆v/ ∆t\)\n

where m∆v = change in momentum ie force equals the rate of change of momentum.\n

Students should be able to explain safety features such as: air bags, seat belts, gymnasium crash mats, cycle helmets and
cushioned surfaces for playgrounds with reference to the concept of  rate of change of momentum.\n

Students should be able to apply equations relating force, mass, velocity and acceleration to explain how the changes involved are
inter-related.
",https://www.youtube.com/watch?v=6yx0fQrK3fA,,,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/5-forces/5-9-momentum/5-9-4-force--momentum/,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/5-forces/5-9-momentum/5-9-5-momentum--safety/,,5,8,3,TRUE,TRUE
Transverse and longitudinal waves,"Waves may be either transverse or longitudinal. The ripples on a water surface are an example of a transverse wave. Longitudinal waves show areas of compression and rarefaction. Sound waves travelling through air are longitudinal.\n

Students should be able to describe the difference between longitudinal and transverse waves.\n

Students should be able to describe evidence that, for both ripples on a water surface and sound waves in air, it is the wave and not the water or air itself that travels.",https://www.youtube.com/watch?v=aCu4VRKMstA,,,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/6-waves/6-1-waves-in-air-fluids--solids/6-1-1-transverse--longitudinal-waves/,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/6-waves/6-1-waves-in-air-fluids--solids/6-1-2-describing-wave-motion/,,6,1,1,FALSE,FALSE
Properties of waves,"Students should be able to describe wave motion in terms of their amplitude, wavelength, frequency and period. The amplitude of a wave is the maximum displacement of a point on a wave away from its undisturbed position.\n

The wavelength of a wave is the distance from a point on one wave to the equivalent point on the adjacent wave. The frequency of a wave is the number of waves passing a point each second.\n

period = 1/frequency\n

\(T = 1/f\)\n

period, T, in seconds, s
frequency, f, in hertz, Hz
The wave speed is the speed at which the energy is transferred (or the wave moves) through the medium.\n

All waves obey the wave equation:\n

wave speed = frequency × wavelength
\(v  = fλ\)\n

wave speed, v, in metres per second, m/s
frequency, f, in hertz, Hz
wavelength, λ, in metres, m\n

Students should be able to:\n
• identify amplitude and wavelength from given diagrams.
• describe a method to measure the speed of sound waves in air.
• describe a method to measure the speed of ripples on a water surface.",https://www.youtube.com/watch?v=ITe6snlZBp8,,,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/6-waves/6-1-waves-in-air-fluids--solids/6-1-3-the-wave-equation/,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/6-waves/6-1-waves-in-air-fluids--solids/6-1-4-measuring-the-speed-of-waves/,,6,1,2,FALSE,FALSE
Properties of waves part 2 (same as above),"Students should be able to show how changes in velocity, frequency and wavelength, in transmission of sound waves from one medium to another, are inter-related.",https://www.youtube.com/watch?v=ITe6snlZBp8,,,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/6-waves/6-1-waves-in-air-fluids--solids/6-1-5-transmission-of-sound-waves/,,,6,1,2P,FALSE,TRUE
Reflection of waves,"Waves can be reflected at the boundary between two different materials. Waves can be absorbed or transmitted at the boundary between two different materials.\n

Students should be able to construct ray diagrams to illustrate the reflection of a wave at a surface. Students should be able to describe the effects of reflection,
transmission and absorption of waves at material interfaces.

",https://www.youtube.com/watch?v=8K6gOST8pZk,https://www.youtube.com/watch?v=JNp_-00-fxU,,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/6-waves/6-1-waves-in-air-fluids--solids/6-1-7-reflection-absorption--transmission/,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/6-waves/6-1-waves-in-air-fluids--solids/6-1-8-required-practical-investigating-reflection--refraction/,,6,1,3,FALSE,TRUE
Sound waves,"Sound waves can travel through solids causing vibrations in the solid. Within the ear, sound waves cause the ear drum and other parts to vibrate which causes the sensation of sound. The conversion of sound waves to vibrations of solids works over a limited frequency range. This restricts the limits of human hearing.\n

Students should be able to: \n
• describe, with examples, processes which convert wave disturbances between sound waves and vibrations in solids. Examples may include the effect of sound waves on the ear drum 
• explain why such processes only work over a limited frequency range and the relevance of this to human hearing.\n

Students should know that the range of normal human hearing is from 20 Hz to 20 kHz.",https://www.youtube.com/watch?v=N_07EkzEhVQ,https://www.youtube.com/watch?v=s9wZkP64rAc,,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/6-waves/6-1-waves-in-air-fluids--solids/6-1-9-sound-waves/,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/6-waves/6-1-waves-in-air-fluids--solids/6-1-10-exploring-structure-using-waves/,,6,1,4,TRUE,TRUE
Waves for detection and exploration,"Students should be able to explain in qualitative terms, how the differences in velocity\n

Ultrasound waves have a frequency higher than the upper limit of hearing for humans. Ultrasound waves are partially reflected when they meet a boundary between two different media. The time taken for the reflections to reach a detector can be used to determine how far away such a boundary is. This allows ultrasound waves to be
used for both medical and industrial imaging. \n

Seismic waves are produced by earthquakes. P-waves are longitudinal, seismic waves. P-waves travel at different speeds through solids and liquids. S-waves are transverse, seismic waves. S-waves cannot travel through a liquid. P-waves and S-waves provide evidence for the structure and size of the Earth’s core.\n 

Echo sounding, using high frequency sound waves is used to detect objects in deep water and measure water depth.ity, absorption and reflection between different types of wave in solids and liquids can be used both for detection and exploration of structures which are hidden from direct observation.\n

Students should be aware that the study of seismic waves provided new evidence that led to discoveries about parts of the Earth which are not directly observable.",https://www.youtube.com/watch?v=8ixr2NQF9Dg,https://www.youtube.com/watch?v=h4jvZ_zHKYY,,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/6-waves/6-1-waves-in-air-fluids--solids/6-1-11-ultrasound/,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/6-waves/6-1-waves-in-air-fluids--solids/6-1-12-echo-sounding/,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/6-waves/6-1-waves-in-air-fluids--solids/6-1-13-ultrasound-in-medical--industrial-imaging/,6,1,5,TRUE,TRUE
Types of electromagnetic waves,"Electromagnetic waves are transverse waves that transfer energy from the source of the waves to an absorber. Electromagnetic waves form a continuous spectrum and all types of electromagnetic wave travel at the same velocity through a vacuum (space) or air. The waves that form the electromagnetic spectrum are grouped in terms of their wavelength and their frequency. \n

Going from long to short wavelength (or from low to high frequency) the groups are: radio, microwave, infrared, visible light (red to violet), ultraviolet, Xrays and gamma rays.\n

Our eyes only detect visible light and so detect a limited range of electromagnetic waves. Students should be able to give examples that illustrate the transfer
of energy by electromagnetic waves.",https://www.youtube.com/watch?v=u5vkYjV1V1A,,,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/6-waves/6-2-electromagnetic-waves/6-2-1-electromagnetic-em-waves/,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/6-waves/6-2-electromagnetic-waves/6-2-2-transfer-of-energy-by-em-waves/,,6,2,1,FALSE,FALSE
Properties of electromagnetic waves ,"Students should be able to construct ray diagrams to illustrate the refraction of a wave at the boundary between two different media.\n

(HT only) Different substances may absorb, transmit, refract or reflect electromagnetic waves in ways that vary with wavelength.
(HT only) Some effects, for example refraction, are due to the difference in velocity of the waves in different substances.\n

(HT only) Students should be able to use wave front diagrams to explain refraction in terms of the change of speed that happens
when a wave travels from one medium to a different medium.
",https://www.youtube.com/watch?v=wO49W5lsP0s,,,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/6-waves/6-2-electromagnetic-waves/6-2-3-em-waves--matter/,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/6-waves/6-2-electromagnetic-waves/6-2-4-refraction-ray-diagrams/,,6,2,2,FALSE,FALSE
Properties of electromagnetic waves 2,"Changes in atoms and the nuclei of atoms can result in
electromagnetic waves being generated or absorbed over a wide
frequency range. Gamma rays originate from changes in the
nucleus of an atom.\n

Ultraviolet waves, X-rays and gamma rays can have hazardous
effects on human body tissue. The effects depend on the type of
radiation and the size of the dose. Radiation dose (in sieverts) is a
measure of the risk of harm resulting from an exposure of the body
to the radiation.\n

1000 millisieverts (mSv) = 1 sievert (Sv)\n

Students will not be required to recall the unit of radiation dose.
Students should be able to draw conclusions from given data about
the risks and consequences of exposure to radiation.\n
Ultraviolet waves can cause skin to age prematurely and increase
the risk of skin cancer. X-rays and gamma rays are ionising
radiation that can cause the mutation of genes and cancer.",https://www.youtube.com/watch?v=7v2gs8rdQzU,,,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/6-waves/6-2-electromagnetic-waves/6-2-6-em-waves--atoms/,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/6-waves/6-2-electromagnetic-waves/6-2-8-dangers-of-high-energy-em-waves/,,6,2,3,FALSE,FALSE
Properties of electromagnetic waves 3,"Radio waves can be produced by oscillations in electrical circuits.\n

When radio waves are absorbed they may create an alternating current with the same frequency as the radio wave itself, so radio waves can themselves induce oscillations in an electrical circuit.",https://www.youtube.com/watch?v=Ldnh0XlMVc0,,,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/6-waves/6-2-electromagnetic-waves/6-2-7-radio-waves/,,,6,2,3H,TRUE,FALSE
Em waves: uses & applications,"Electromagnetic waves have many practical applications.\n
For example: • radio waves – television and radio 
• microwaves – satellite communications, cooking food
 • infrared – electrical heaters, cooking food, infrared cameras 
• visible light – fibre optic communications 
• ultraviolet – energy efficient lamps, sun tanning 
• X-rays and gamma rays – medical imaging and treatments.",https://www.youtube.com/watch?v=ow26-5UirSc,https://www.youtube.com/watch?v=q_CxKQC-zpg,https://www.youtube.com/watch?v=dBFGjdgbpno,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/6-waves/6-2-electromagnetic-waves/6-2-9-applications-of-em-waves/,,,6,2,4,FALSE,FALSE
Em waves: uses & applications 2,Students should be able to give brief explanations why each type of electromagnetic wave is suitable for the practical application.,https://www.youtube.com/watch?v=u5vkYjV1V1A&t=37s,,,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/6-waves/6-2-electromagnetic-waves/6-2-9-applications-of-em-waves/,,,6,2,4H,TRUE,FALSE
Lenses,"A lens forms an image by refracting light. In a convex lens, parallel rays of light are brought to a focus at the principal focus. The distance from the lens to the principal focus is called the focal length. Ray diagrams are used to show the formation of images by convex and concave lenses. The image produced by a convex lens can be either real or virtual. The image produced by a concave lens is always virtual.\n

Students should be able to construct ray diagrams to illustrate the similarities and differences between convex and concave lenses.\n

The magnification produced by a lens can be calculated using the equation:\n

magnification = image height/object height\n

Magnification is a ratio and so has no units. Image height and object height should both be measured in either mm or cm.\n

Understand how to represent concave and convex lenses in ray diagrams.\n",https://www.youtube.com/watch?v=rHgUcbap328,https://www.youtube.com/watch?v=xmE54tohTsc,https://www.youtube.com/watch?v=KNUcS4NaqDw,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/6-waves/6-3-optics/6-3-1-convex--concave-lenses/,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/6-waves/6-3-optics/6-3-2-convex--concave-ray-diagrams/,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/6-waves/6-3-optics/6-3-3-magnification/,6,2,5,FALSE,TRUE
Visible light,"Each colour within the visible light spectrum has its own narrow band of wavelength and frequency. Reflection from a smooth surface in a single direction is called specular reflection. Reflection from a rough surface causes scattering: this is called diffuse reflection. Colour filters work by absorbing certain wavelengths (and colour) and transmitting other wavelengths (and colour).\n

The colour of an opaque object is determined by which wavelengths of light are more strongly reflected. Wavelengths that are not reflected are absorbed. If all wavelengths are reflected equally the object appears white. If all wavelengths are absorbed the objects appears black. Objects that transmit light are either transparent or translucent.\n 

Students should be able to explain: \n
• how the colour of an object is related to the differential absorption, transmission and reflection of different wavelengths of light by the object 
• the effect of viewing objects through filters or the effect on light of passing through filters 
• why an opaque object has a particular colour.",https://www.youtube.com/watch?v=KnIualWf6Rs,,,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/6-waves/6-3-optics/6-3-4-visible-light-spectrum/,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/6-waves/6-3-optics/6-3-5-reflection-from-surfaces/,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/6-waves/6-3-optics/6-3-6-colour--reflection-of-light/,6,2,6,FALSE,TRUE
Emission & absorption of IR,"All bodies (objects), no matter what temperature, emit and absorb infrared radiation. The hotter the body, the more infrared radiation it radiates in a given time. \n

A perfect black body is an object that absorbs all of the radiation incident on it. A black body does not reflect or transmit any radiation. Since a good absorber is also a good emitter, a perfect black body would be the best possible emitter.",https://www.youtube.com/watch?v=ow26-5UirSc&t=17s,https://www.youtube.com/watch?v=eE7OPL7pesA&t=18s,,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/6-waves/6-4-black-body-radiation/6-4-1-black-body-radiation/,,,6,3,1,FALSE,TRUE
Perfect black bodies and radiation,"Students should be able to explain:\n

• that all bodies (objects) emit radiation.
• that the intensity and wavelength distribution of any emission depends on the temperature of the body. ",https://www.youtube.com/watch?v=SvVQAg_oA2A,,,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/6-waves/6-4-black-body-radiation/6-4-1-black-body-radiation/,,,6,3,2,FALSE,TRUE
Perfect black bodies and radiation part 2 (same as above),"A body at constant temperature is absorbing radiation at the same rate as it is emitting radiation. The temperature of a body increases when the body absorbs radiation faster than it emits radiation.\n

The temperature of the Earth depends on many factors including: the rates of absorption and emission of radiation, reflection of radiation into space.\n

Students should be able to explain how the temperature of a body is related to the balance between incoming radiation absorbed and radiation emitted, using everyday examples to illustrate this balance, and the example of the factors which determine the temperature of the Earth.\n

Students should be able to use information, or draw/ interpret diagrams to show how radiation affects the temperature of the Earth’s surface and atmosphere.",https://www.youtube.com/watch?v=SvVQAg_oA2A,,,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/6-waves/6-4-black-body-radiation/6-4-2-temperature-balances/,,,6,3,2H,TRUE,TRUE
Poles of a magnet,"The poles of a magnet are the places where the magnetic forces are strongest. When two magnets are brought close together they exert a force on each other. Two like poles repel each other. Two unlike poles attract each other. Attraction and repulsion between two magnetic poles are examples of non-contact force. A permanent magnet produces its own magnetic field. An induced magnet is a material that becomes a magnet when it is placed in a magnetic field.\n

Induced magnetism always causes a force of attraction. When removed from the magnetic field an induced magnet loses most/all of its magnetism quickly. Students should be able to describe:\n

• the attraction and repulsion between unlike and like poles for permanent magnets.
• the difference between permanent and induced magnets.",https://www.youtube.com/watch?v=3elpPfyHV0E,,,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/7-magnetism--electromagnetism/7-1-permanent--induced-magnetism-magnetic-forces--fields/7-1-1-magnetism/,https://savemyexams.com/gcse/physics/aqa/18/revision-notes/7-magnetism--electromagnetism/7-1-permanent--induced-magnetism-magnetic-forces--fields/7-1-2-permanent--induced-magnets/,,7,1,1,FALSE,FALSE
Magnetic fields,"The region around a magnet where a force acts on another magnet or on a magnetic material (iron, steel, cobalt and nickel) is called the magnetic field. The force between a magnet and a magnetic material is always one of attraction. The strength of the magnetic field depends on the distance from the magnet. The field is strongest at the poles of the magnet.\n

The direction of the magnetic field at any point is given by the direction of the force that would act on another north pole placed at that point. The direction of a magnetic field line is from the north (seeking) pole of a magnet to the south(seeking) pole of the magnet. \n

A magnetic compass contains a small bar magnet. The Earth has a magnetic field. The compass needle points in the direction of the Earth’s magnetic field.\n

 Students should be able to:\n

• describe how to plot the magnetic field pattern of a magnet using a compass 
• draw the magnetic field pattern of a bar magnet showing how strength and direction change from one point to another.
• explain how the behaviour of a magnetic compass is related to evidence that the core of the Earth must be magnetic.",https://www.youtube.com/watch?v=FodEDHaEY68,https://www.youtube.com/watch?v=bOZ2Hk2hKLE,,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/7-magnetism--electromagnetism/7-1-permanent--induced-magnetism-magnetic-forces--fields/7-1-3-magnetic-fields/,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/7-magnetism--electromagnetism/7-1-permanent--induced-magnetism-magnetic-forces--fields/7-1-4-the-earths-magnetic-field/,,7,1,2,FALSE,FALSE
Electromagnetism,"When a current flows through a conducting wire a magnetic field is produced around the wire. The strength of the magnetic field depends on the current through the wire and the distance from the wire.\n

Shaping a wire to form a solenoid increases the strength of the magnetic field created by a current through the wire. The magnetic field inside a solenoid is strong and uniform. The magnetic field around a solenoid has a similar shape to that of a bar magnet. Adding an iron core increases the strength of the magnetic field of a solenoid. An electromagnet is a solenoid with an iron core. Students should be able to:\n

• describe how the magnetic effect of a current can be
demonstrated
• draw the magnetic field pattern for a straight wire carrying a
current and for a solenoid (showing the direction of the field)
• explain how a solenoid arrangement can increase the
magnetic effect of the current.",https://www.youtube.com/watch?v=79_SF5AZtzo,https://youtube.com/watch?v=dMbWkodL12I,,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/7-magnetism--electromagnetism/7-2-the-motor-effect/7-2-1-magnetic-fields-in-wires--solenoids/,,,7,2,1,FALSE,FALSE
Electromagnetism part 2 (same as above),Students should be able to interpret diagrams of electromagnetic devices in order to explain how they work.,https://youtube.com/watch?v=dMbWkodL12I,,,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/7-magnetism--electromagnetism/7-2-the-motor-effect/7-2-1-magnetic-fields-in-wires--solenoids/,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/7-magnetism--electromagnetism/7-2-the-motor-effect/7-2-2-the-motor-effect/,,7,2,1P,FALSE,TRUE
Fleming's left hand rule,"When a conductor carrying a current is placed in a magnetic field the magnet producing the field and the conductor exert a force on each other. This is called the motor effect.\n

Students should be able to show that Fleming's left-hand rule represents the relative orientation of the force, the current in the conductor and the magnetic field. Students should be able to recall the factors that affect the size of the force on the conductor.\n

For a conductor at right angles to a magnetic field and carrying a current: force = magnetic flux density × current × length\n

\(F  = BIl\)\n

force, F, in newtons, N
magnetic flux density, B, in tesla, T
current, I, in amperes, A (amp is acceptable for ampere)
length, l, in metres, m",https://www.youtube.com/watch?v=GNLhSKZh-jM,https://www.youtube.com/watch?v=qvB1mmfo7MQ,,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/7-magnetism--electromagnetism/7-2-the-motor-effect/7-2-3-flemings-left-hand-rule/,,,7,2,2,TRUE,FALSE
Electric motors,"A coil of wire carrying a current in a magnetic field tends to rotate. This is the basis of an electric motor.\n

Students should be able to explain how the force on a conductor in a magnetic field causes the rotation of the coil in an electric motor.",https://www.youtube.com/watch?v=fiQ38p6vb8o,,,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/7-magnetism--electromagnetism/7-2-the-motor-effect/7-2-4-electric-motors/,,,7,2,3,TRUE,FALSE
Loudspeakers,Loudspeakers and headphones use the motor effect to convert variations in current in electrical circuits to the pressure variations in sound waves. Students should be able to explain how a moving-coil loudspeaker and headphones work.,https://www.youtube.com/watch?v=1DqWMHyRhYg,,,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/7-magnetism--electromagnetism/7-2-the-motor-effect/7-2-5-loudspeakers--headphones/,,,7,2,4,TRUE,TRUE
Induced potential,"If an electrical conductor moves relative to a magnetic field or if there is a change in the magnetic field around a conductor, a potential difference is induced across the ends of the conductor.\n

If the conductor is part of a complete circuit, a current is induced in the conductor. This is called the generator effect. An induced current generates a magnetic field that opposes the original change, either the movement of the conductor or the change in magnetic field.\n

Students should be able to recall the factors that affect the size of the induced potential difference/induced current. Students should be able to recall the factors that affect the direction of the induced potential difference/induced current. Students should be able to apply the principles of the generator effect in a given context.",https://www.youtube.com/watch?v=pkzY7QfTowM,https://www.youtube.com/watch?v=NjgqJahwsG0,,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/7-magnetism--electromagnetism/7-3-induced-potential-transformers--the-national-grid/7-3-1-electromagnetic-em-induction/,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/7-magnetism--electromagnetism/7-3-induced-potential-transformers--the-national-grid/7-3-2-applications-of-the-generator-effect/,,7,3,1,TRUE,TRUE
Uses of the generator effect,"The generator effect is used in an alternator to generate ac and in a dynamo to generate dc. Students should be able to:\n

• explain how the generator effect is used in an alternator to generate ac and in a dynamo to generate dc
• draw/interpret graphs of potential difference generated in the coil against time.",https://www.youtube.com/watch?v=k1IivkRjd1U,,,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/7-magnetism--electromagnetism/7-3-induced-potential-transformers--the-national-grid/7-3-2-applications-of-the-generator-effect/,,,7,3,2,TRUE,TRUE
Microphones,Microphones use the generator effect to convert the pressure variations in sound waves into variations in current in electrical circuits. Students should be able to explain how a moving-coil microphone works.,https://www.youtube.com/watch?v=UsZsns63Km4,https://www.youtube.com/watch?v=UsZsns63Km4,,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/7-magnetism--electromagnetism/7-3-induced-potential-transformers--the-national-grid/7-3-4-microphones/,,,7,3,3,TRUE,TRUE
Transformers,"A basic transformer consists of a primary coil and a secondary coil wound on an iron core. Iron is used as it is easily magnetised.\n

Knowledge of laminations and eddy currents in the core is not required. The ratio of the potential differences across the primary and secondary coils of a transformer Vp and Vs depends on the ratio of the number of turns on each coil, np and ns.\n

\(V_p/V_s = N_p/N_s\)\n

potential difference, Vp and Vs in volts, V
In a step-up transformer Vs > Vp
In a step-down transformer Vs < Vp\n

If transformers were 100% efficient, the electrical power output would equal the electrical power input.\n

\(V_s * I_s = V_p * I_p\)\n

Where Vs × Is is the power output (secondary coil) and Vp × Ip is the power input (primary coil).
power input and output, in watts, W\n

Students should be able to:\n

• explain how the effect of an alternating current in one coil in inducing a current in another is used in transformers.
• explain how the ratio of the potential differences across the two coils depends on the ratio of the number of turns on each.
• calculate the current drawn from the input supply to provide a particular power output.
• apply the equation linking the p.d.s and number of turns in the two coils of a transformer to the currents and the power transfer involved, and relate these to the advantages of power
transmission at high potential differences.",https://www.youtube.com/watch?v=M9ytpIMB5d8,https://www.youtube.com/watch?v=_16o6j6YlXY,https://www.youtube.com/watch?v=IxqUjM8cOcU,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/7-magnetism--electromagnetism/7-3-induced-potential-transformers--the-national-grid/7-3-5-transformers/,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/7-magnetism--electromagnetism/7-3-induced-potential-transformers--the-national-grid/7-3-6-transformer-equations/,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/7-magnetism--electromagnetism/7-3-induced-potential-transformers--the-national-grid/7-3-7-ac--high-voltage-transmission/,7,3,4,TRUE,TRUE
Our solar system,"Within our solar system there is one star, the Sun, plus the eight planets and the dwarf planets that orbit around the Sun. Natural satellites, the moons that orbit planets, are also part of the solar system. Our solar system is a small part of the Milky Way galaxy. The Sun was formed from a cloud of dust and gas (nebula) pulled together by gravitational attraction.\n

Students should be able to explain:\n

• how, at the start of a star's life cycle, the dust and gas drawn together by gravity causes fusion reactions 
• that fusion reactions lead to an equilibrium between the gravitational collapse of a star and the expansion of a star due to fusion energy.",,,,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/8-space-physics/8-1-solar-system-stability-of-orbital-motions--satellites/8-1-1-the-solar-system/,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/8-space-physics/8-1-solar-system-stability-of-orbital-motions--satellites/8-1-2-the-formation-of-the-sun/,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/8-space-physics/8-1-solar-system-stability-of-orbital-motions--satellites/8-1-3-fusion-in-stars/,8,1,1,FALSE,TRUE
Life cycle of a star ,"A star goes through a life cycle. The life cycle is determined by the size of the star. Students should be able to describe the life cycle of a star:\n

• the size of the Sun
 • much more massive than the Sun.

\nFusion processes in stars produce all of the naturally occurring elements. Elements heavier than iron are produced in a supernova.
The explosion of a massive star (supernova) distributes the elements throughout the universe.\n

Students should be able to explain how fusion processes lead to the formation of new elements.

",https://www.youtube.com/watch?v=V0Y1JlVuin4,https://www.youtube.com/watch?v=cRYu8pMg9zQ,,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/8-space-physics/8-1-solar-system-stability-of-orbital-motions--satellites/8-1-4-the-life-cycle-of-solar-mass-stars/,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/8-space-physics/8-1-solar-system-stability-of-orbital-motions--satellites/8-1-5-the-life-cycle-of-larger-stars/,,8,1,2,FALSE,TRUE
"Orbital motion, natural & artificial satellites","Gravity provides the force that allows planets and satellites (both natural and artificial) to maintain their circular orbits.\n

 Students should be able to describe the similarities and distinctions between the planets, their moons, and artificial satellites.",https://www.youtube.com/watch?v=cTJLYfEHIuA,https://www.youtube.com/watch?v=okMA18ppu98,,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/8-space-physics/8-1-solar-system-stability-of-orbital-motions--satellites/8-1-6-circular-orbits/,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/8-space-physics/8-1-solar-system-stability-of-orbital-motions--satellites/8-1-7-non-circular-orbits/,,8,1,3,FALSE,TRUE
"Orbital motion, natural & artificial satellites part 2","Students should be able to explain qualitatively how:\n

• for circular orbits, the force of gravity can lead to changing velocity but unchanged speed 
• for a stable orbit, the radius must change if the speed changes.",https://www.youtube.com/watch?v=okMA18ppu98,,,https://www.savemyexams.com/gcse/physics/aqa/18/revision-notes/8-space-physics/8-1-solar-system-stability-of-orbital-motions--satellites/8-1-7-non-circular-orbits/,,,8,1,3H,TRUE,TRUE
